db,study,trial_id,trial,state,value,datetime_start,datetime_complete,run_dir,param:batch_size,param:lr
assets/optuna.db,emg2pose_search,5,4,COMPLETE,0.2249656766653061,2025-12-12 06:31:18.490997,2025-12-12 12:24:28.228338,,1.0,0.00035708447736795243
assets/optuna.db,emg2pose_search,7,6,COMPLETE,0.2258533537387848,2025-12-12 14:57:10.187902,2025-12-12 17:40:28.785506,,3.0,0.0006479946900352576
assets/optuna.db,emg2pose_search,6,5,COMPLETE,0.22675906121730804,2025-12-12 12:24:28.241440,2025-12-12 14:57:10.175837,,3.0,0.0004984404985157397
assets/optuna.db,emg2pose_search,2,1,COMPLETE,0.22693586349487305,2025-12-11 19:50:55.594350,2025-12-11 22:07:14.495009,,4.0,0.0008168758003564749
assets/optuna.db,emg2pose_search,3,2,COMPLETE,0.22815611958503723,2025-12-11 22:07:14.521573,2025-12-12 04:30:02.418946,,1.0,0.0008480673195378181
assets/optuna.db,emg2pose_search,4,3,COMPLETE,0.2840639352798462,2025-12-12 04:30:02.429494,2025-12-12 06:31:18.477596,,4.0,0.0021312219227434784
assets/optuna.db,emg2pose_search,8,7,COMPLETE,0.30431732535362244,2025-12-12 17:40:28.796023,2025-12-12 19:56:00.360500,,4.0,0.0025857211277126924
